"review_id","user_id","business_id","stars","useful","funny","cool","text","date","user_name","user_review_count","user_yelping_since","user_average_stars","user_male","word_count","male"
"Bv9ignSR2suzRg46o1oUGw","dYacXVOf_xmD9mfkAdNusQ","rprCkl8bCe_rA9Yj92hHOQ",3,7,0,6,"Decorated with a modern retro twist, Shabu Ya is certainly a good place to go when you are in need of a fix but it all comes at a price. While I think the quality of Shabu Ya is just as good as Shabu Zen, I think that the portions are slightly smaller and the price, quite a bit higher. 

We started off with some sushi and sashimi as appetizers- catepillar maki, 1 order of unagi sushi, and 3 orders of salmon sashimi. Overall the sushi was decent but I found that the cuts of salmon weren't as good or fresh as I had expected them to be. 

As for the hotpot portion of our meal, I ordered the vegetable delight and lamb combo. The vegetable delight could have been bigger and I feel like there should have been a larger assortment of items. It only consisted of three types of mushrooms, one type of tofu, broccoli, a piece of corn, carrots, and three types of greens. During the end of our meal, our waiter brought over a cart of vegetables (which I didn't know would happen) and asked if we had wanted more. I guess this must be the unlimited vegetables that everyone keeps talking about. I just wish that this had been brought to our attention sooner.

In regards to service, I think that the service here was the best that I have ever received at an Asian restaurant, much less a Shabu restaurant. Usually you are left to fend for yourself after the food as reached your table, but our server was attentive and not at all overbearing.","2008-12-07 20:03:58","Doris",458,"2006-09-25 01:49:11",3.53,0.0069,271,0
"2iWIeTABdhYCI5mrKj-vPg","pCG6XwMJ20ml-GhXs1ibwQ","e54WzrGWxuQBlABMCfM3DQ",4,0,0,0,"I have only gotten take-out or delivery from MuLan so can't comment about service or atmosphere. The fried rice is delicious and the other dishes I've ordered were very good. Dumplings look like they are made at the restaurant. The food in general seems less Americanized than at other Chinese restaurants. It definitely has better quality ingredients than some.","2014-06-28 15:06:32","Kathy",30,"2010-12-07 20:14:27",3.9,0.0021,62,0
"04kJqRcIOPJWmh0RW90gkQ","Av4Qq7onZwQO8sMqxSqOEg","Or1equYHL3Kr71L-D-QjoA",1,1,0,1,"I have to say I'm surprised (1) this place has managed to stay open this long (2) they haven't made any changes to the food despite the many bad reviews. So I'll add mine to that list and say absolutely avoid this place if you're looking for dosa. You could instead buy the dosa batter from the store that's in front and DIY. Another option is Dosa and Curry in Somerville which is not fantastic but still much better. 
Dosa Factory's version of dosa is not what a dosa should taste like and really there is nothing good on that plate - the dosa, chutney and sambar are all wayyy subpar.","2017-05-14 19:09:56","Aditi",33,"2016-02-12 01:44:38",4.03,0,114,0
"ROU1UKob8n9PmS_5EKzN8Q","-lur45AAPtR72OgHgPn7yg","Yf1es-trm_zKungOxOkz-A",3,1,2,0,"We sat at the bar for dinner and drinks.  An impressive beer menu and very nice bartenders. The food was pretty generic, so I will not be returning for that.  Even the waitstaff was eating pizza from All-star pizza bar next door.","2015-05-27 17:38:04","Alexandra",60,"2011-01-09 18:09:16",4.13,0.0037,43,0
"DOCP53xOksq7CUm7LaBdXw","SrDqrIqZl-gtVYbINIxYoA","sPd-zQtPSARMw1vx131v1w",4,0,0,1,"Will the real Mary Chung please stand up?

The reason I ask...after reading many reviews that say the spicy dishes are extremely spicy,  we deliberated a while before deciding to take the plunge and order one mild and one spicy dish.

We started out with wonton soup and were quite impressed not only with the size of the wontons but with the quantity.  Not only  that but they were quite tasty, too.

For the mild main course, we chose Moo Shi Pork.  I was going to order Moo Shi Chicken but the waitress said it had all dark meat in it.  The Moo Shi was very flavorful and I was impressed with the amount of pancakes that come with the dish.  Most places only give about 4 pancakes which are never enough.  My only complaint was that the pancakes were a bit on the dry side.

Now...for the spicy main course.  We ordered Ma Po Tofu (I know it's spelled differently on the menu but forget exactly how).  When it came, we both tried it with some rice.  Yes, it was spicy---spicy enough to make our noses run but not so spicy that we were guzzling water trying to put out the fire!  It struck me as a truly authentic dish.  I have a Sichuan cookbook at home and make this dish sometimes and found that Mary Chung's version was almost exactly like what I make.  Mary Chung's had a good deal of Szechuan peppercorns in it which is quite impressive.  My only complaint was that the tofu was too soft.  I think that a firmer tofu works better in the dish.

So...what's going on here?  Did we go on an off-night, was that why the food wasn't burn-your-mouth spicy?  Or are other yelpers just not used to spicy Chinese food?  Or has Mary Chung's recently started toning down the spiciness?  Or are Mary Chung's spicy dishes more spicy than other local Chinese restaurants' spicy dishes?  So...which is the real Mary Chung?

We would certainly go again next time we're in town.  The food is priced right and  you certainly get your money's worth.  However, even though we went when the place wasn't too busy, waitress service was still on the slow side.  So I wouldn't recommend dining here if you are in a rush.  If you have lots of time to spare, then give it a try!","2009-05-26 03:13:19","Susan",744,"2009-01-19 21:14:55",3.61,0.0022,416,0
"mTnnSrJ8svu2OQdDZoxmIQ","5D1EkInaU972L1rtUGudCg","_hkHeU2cBH9fzthIdxhuxA",4,1,0,1,"Friends of mine were having a BBQ around the corner, so after the party died down a bit, some of us relocated here for the after party. 

This place is right up my alley - not too dive-y, but not to SATC either. The bartender made my pain in the ass espresso martini with a smile and I ran into my colorist. Always a good sign.

The place was pretty full, but the six of us found a corner with stools near the DJ booth. Overall, a nice vibe, friendly service and the food they were taking to the diners looked extremely appetizing. A child of advertising, I buckled and got fries. Also very good.

I will def be back. This place would please a wide range of people, and if not, Newtowne and Temple Bar are nearby as plan B's.","2008-05-05 00:23:43","Deepa",343,"2006-10-30 16:01:45",4.01,0,142,0
"sWQGIudZK_cdHD9ncxNakw","aSAM-6VTgkK8ZkVq45wEsg","7bYE2n75faWu_OjzxD0l0w",3,0,0,0,"The rosemary sauce is killer...The toppings are fresh and tasty...There is only one thing missing, a decent crust. The crust can be described as more of a cracker or pita consistency rather than a hand-tossed or even thin-crust dough. Change the crust and this place could easily go from OK to amazing.","2012-10-11 02:21:11","Dan",56,"2011-06-03 17:07:32",3.93,0.9954,56,1
"14Jt7p4kfCXC1To1mfugzA","Nl2S67CsS6RMV6BJEzHvJw","sPd-zQtPSARMw1vx131v1w",2,2,1,2,"The quality of the meats here are of particularly poor quality.  The two times I've gone I have been literally injured by my food (razor sharp chicken bones hidden in my supposedly boneless meat). The veggies have always seemed rather squishy in a way that doesn't make me too confident about their freshness.

When they mean spicy they REALLY mean spicy! For some dishes the spice is great, and as a spicy food lover I really enjoyed it. However, there are some dishes here that are frankly terrible because any flavor is completely offset by how spicy they make it. If you are sensitive to spicy food I suggest you go elsewhere almost everything here has a bit of bite to it.

Chinatown may be a bit of a hike but it is worth it to find much cheaper, fresher, and better balanced food.","2008-05-04 20:25:53","Peter",241,"2007-10-13 22:05:38",3.4,0.9966,146,1
"e7DW550tsXfh748GHRjq_g","CNv3_N6SSDcORfomt5Lz6w","XDv29FffNd2dWnDOtZP-wg",4,2,0,3,"best ramen ever!! so many choices, huge bowls and so cheap!

after you're done, walk down just a little to grab some mochi ice cream and then make another stop by the japanese food market to grab some pocky, and if you're still hungry- get some sushi all under one building.","2006-06-15 01:15:40","Ann",174,"2006-06-15 00:18:29",3.38,0.0027,53,0
"qN-_pQOStN8b__0RBpPYYQ","cYjzLu3fm-VbtjRMCuhK6Q","e54WzrGWxuQBlABMCfM3DQ",3,1,0,0,"I'll say it: it's not what it used to be.
New menus, new prices,... less exceptional food?","2009-05-29 12:21:55","Jennifer",1209,"2009-03-13 18:55:39",3.69,0.0031,19,0
"DvnoiKdZEueyyZjv5EEJpA","4RMvcaBFGuqqFgkowmgrHA","rprCkl8bCe_rA9Yj92hHOQ",3,0,0,0,"I would give this place a 3.5 stars(but no halvies on yelp!) .  The restaurant is located on the second floor above Wagamama in the Harvard Square area.  At first service was unimpressionable, but luckily we got a male waiter who was very attentive and quick.  The decor is not my favorite part of the place - brightly colored furniture of pinks, greens, blues, and orange.  It looks like a frozen yogurt shop, but I guess to each his own.  

Food - We started off with a salmon avocado roll.  Tasted fine, nothing to rave about.  Next, we shared Shabu shabu of the beef short ribs with regular beef broth and stone pot bibimbap with pork.  The sauce that comes with the bibimbap is spicy which we both liked.  The meat for the shabu tasted flavorful and fresh.  The broth is mildly favored(almost bordering bland) but it tastes better after you cook some pieces of meat in it.  The portions were enough for both to share and we were both stuffed.  

We used a Groupon which made the meal quite affordable.  The shabu shabu was $18 for the beef short ribs, which came with broth to cook in, noodles, and assorted vegetables.  It was $13 for the stone pot bibimibap pork.  

Overall we would come here again.  We saw that they have a buffet on the weekends.","2012-09-11 16:25:05","Melody",192,"2009-11-08 14:01:08",3.64,0.0018,223,0
"3PtOFOPZpx5Pn3WCAOTbjw","yx8DyaIYdq1m57xaLfR0_Q","7bYE2n75faWu_OjzxD0l0w",4,0,0,0,"I can't speak to friendliness/quality of waitstaff, as I've only done takeout here, but the food is very good.  It's pricey (18 bucks for a pizza is a lot, I feel), but you're getting a pizza in Cambridge, and I've not found this good for less.  The ingredients are fresh, which is huge when you're doing pizza IMO.  I've also had their BLT, which uses VERY good bacon and bread.  The artichoke/sweet potato pizza is a fave of mine, and the thin crust is something I'm a fan of.  I'd recommend trying this place out, but be warned that it's small and seating is intimate.","2010-05-19 22:00:44","Nic",30,"2008-07-28 15:43:39",3.29,1,116,1
"rJSXo79kQ1yC8_6vcrgv8g","2VKyT3D4i3MG7C7FuPIknA","rprCkl8bCe_rA9Yj92hHOQ",5,2,0,3,"I didn't actually have shabu shabu, so I feel a bit disingenuous giving this spot 5 stars, but WE ATE IN A PRIVATE ROOM!  And it was private because it had hanging metal chains.  It doesn't get much more awesome.

What I did eat was the Red Sox maki and it was delish.  Seriously, seriously delish.","2008-12-14 19:42:10","Jillian",301,"2008-03-09 19:00:04",3.9,0.0028,57,0
"pCo5ao8oVeK32iEU2abJBA","beBLlmKPlCkrpnPXJzlw1Q","_hkHeU2cBH9fzthIdxhuxA",3,1,1,1,"I ate here with someone who works in the building (and is therefore a frequent lunch patron) and his wife, and at one point, she made an observation that summed up pretty well what was putting me off from Tavern in the Square: ""It's like a smaller Cheesecake Factory.""

And that's the problem. It was that sui-generis feeling that makes The Factory feel so ridiculous, sterile, and put on (apologies to any Cheesecake Factory devotees). It's like the kid you meet your freshman year of college who has completely overhauled his wardrobe, and while everything he's added to it is technically good looking, everything matches just a little too well, it's all a little too composed, and he doesn't quite know how to wear it.

The menu is slightly too large, without clear focus (an entire section for burritos? really?), and featuring the same kind of post-ethnic dishes paired with down-home favorites that you might expect at any upper-end ""American-food"" restaurant. If someone told me that I was disappointed because I hadn't ordered the right thing (and sorry, but lactose intolerance means no truffle mac n' cheese for me), I would believe them, but without an organizational push to what's good, or at least to what kind of meal -- sandwich? entree with sides? Italian? Mexican? Asian? -- I'll remain a skeptic.

Now, to be fair, it isn't that bad. I had a burger which was entirely passable, the other dinners we had looked fine. The beer selection was actually surprisingly decent, and the seasonal flight (heffeweisens now) looked interesting. Service was prompt, even when it started filling up, although I hear that slips a bit when the bar is super crowded (later weekend nights, trivia night, big sports events). And maybe most importantly, it fills a niche in Porter that hadn't been served before. It's casual, but not somewhere to be embarrassed bringing a date. It's got a touch of class, but won't break your wallet. It's also fairly high capacity, which I'm sure is good for when it gets busier. All in all, I think I would usually choose nearby Christopher's over it, but that's me, and some people might dig the more put-together, more intentional, new-and-improved-freshman feel here.","2009-03-07 04:10:14","Ben",148,"2009-01-29 03:37:10",3.98,0.996,396,1
"CYL0S13hYpcPhHv1aYY-eQ","nV340H_xSy7m7icIS6776A","_hkHeU2cBH9fzthIdxhuxA",4,0,0,0,"Along with being a busy college football bar (along with random screams and cheers), this place actually has a fantastic craft beer list. 

Hopheads should get Wookey Jack. For more subtle hop flavors and Belgian drinkability, Lost Abbey's Devotion is fantastically refreshing.

The Monterey Chicken sandwich had well charred grilled chicken. The onion rings are light and fluffy.","2014-09-11 17:40:24","Darwin",1088,"2008-10-27 18:10:58",3.87,0.9966,59,1
"uwaacXeG89pgQpiWU-6ZZA","gT3PNZi0t0VqrUASGlid9w","7bYE2n75faWu_OjzxD0l0w",5,0,0,0,"its just too easy to walk there from 77 mass ave after a long hard day (of the usual dosage of neglect by your advisor) and order the sweet potato pizza with goat cheese, mozzarella, and a bunch of other stuff i cant remember right now. their carafe'd wines are cheap and good enough to pair with the pizza. my only wish is that they offered dessert, because there isn't a dessert place nearby. well you could walk to the nearby 7/11, but a house tiramisu would be so much better.","2008-12-09 03:29:54","Lily",168,"2008-12-09 02:35:54",3.68,0.0011,91,0
"dSwsxH021kElIxlbpk6GQg","vbLy4UTceTp2fOXr5L2UyA","2AORsy2N2kbFX91EXm10Qg",5,0,0,0,"This is a hidden gem! It's located in a residential neighborhood, and we only found out about it while researching Italian places in Cambridge, having decided to venture out from the nearby Harvard Square establishments. Gran Gusto is a fairly large space, and there seemed to be multiple groups celebrating birthdays. I ordered the seafood stew, and it was so delicious that even though the portion was huge I finished every last bite! There was shellfish, shrimp, scallops, and a piece of salmon. The tomato broth was amazing. The dish also came with two pieces of toasted bread, brushed with olive oil. The pasta dishes also looked really good! I hope to come back!","2017-01-16 22:31:44","Molly",175,"2012-11-18 19:06:16",4.43,0.0023,115,0
"lgcUJ0L8F9JlYqHCoFGyuw","X1fMT7UfRhKDMJMJ-WRX6w","5kegZHJdcscpSfc5AB_Ccw",4,1,0,1,"This place is very, very tasty and they DO have a liquor license. In fact, their wine selection is pretty good and reasonably priced to boot! They make excellent soups, the spring rolls are fantastic, and the service is always very nice. Slightly more dependable than Sugar and Spice, though I gave them 4 stars as well. Really depends on what you're in the mood for.","2006-07-31 16:30:15","Phil",124,"2006-07-24 19:36:11",3.47,0.9976,66,1
"i1Pi9mfv_3MfEbMNC-70pA","0-1pVi3JcsIaXkUs-sTNtQ","rprCkl8bCe_rA9Yj92hHOQ",4,1,1,1,"After trying one of the Chinatown shabu shabu restaurants, I wanted to introduce more friends to this delicious, fun, and healthy style of cooking. After reading some reviews and having walked and driven by both of the Harvard Square establishments, I set my sights on Shabu-Ya. 

The decor is bright, modern, clean, and cheery. Often times with restaurants in the city you feel squished but this place is very open and spacious feeling. I love that the restaurant has different sections without actually feeling sectioned off. There's a bar and lounge area, a sushi bar, a round island for singles hot pot, and booths; but nothing actually seperating these areas. 

Our server was very friendly, and did an excellent job explaining how Japanese hot pot meals work, and also giving us an idea of how long each of the vegetables (which he identified for us in case we weren't quite sure) should be cooked. I appreciated this very much as my last shabu experience did not have the same type of explaination.

I ordered the kimchee broth and my dining partner ordered the tom yum. The kimchee was very good, just spicy enough, and just an overall great flavor. My friend was also very pleased with her choice. 

The meat and vegetables were all very fresh. 

I didn't try the sushi but they had a great menu. I'll definitly be back for more shabu and to try the sushi.","2009-03-18 01:26:38","Melissa",77,"2008-05-12 15:21:46",4.05,0.0031,244,0
"X0jcLLc2BnbMqVQX6UJK9g","8A0Si2UsaUbSpfs-ViMslA","Or1equYHL3Kr71L-D-QjoA",2,0,0,0,"My wife and I have gone to Dhosa Factory in the past and been satisfied with the dhosas (hence the two stars and not one). But recently we had friends visiting and ordered full entres instead for takeout. Not only was the food very mediocre (a trend for many Indian restaurants in the area), but it made us all sick. I will not be eating there again, not even for the dhosas.","2015-02-03 02:07:48","Michael",1,"2013-06-08 14:37:19",2,0.9947,72,1
"NeYzujzjMl0zLUpq6T2AvA","T3LVssgtgBIAWMe7-rDxLw","YWSsD10TzzqE1htRG9fQKw",4,0,0,0,"Went here for dinner last night with my boyfriend. He had dined here earlier last week with a friend and has not stopped talking about their Falafel. (we met at a falafel hut)...anyways, we walk in and we are the only people there other then the family who I guess runs it? We ordered hummus, babganoush, falafel, a lentil soup, a chicken kebab entree, a tabbouleh wrap and 2 bottled waters...AMAZING!!!!!!!!!!!! Best part--$28!!!!!!! I understand peoples issues with the menu's, mismatching plates, and the decor but I thought it made it all the more authentic. Not sure about having to leave the place to use the bathroom (it is around back and through a gray door? I decided to hold it...) 
I would consider myself a Middle Eastern foodie/snob.  Being a vegetarian, it is very easy to eat.  I usually go for Steve's Greek but I think I have found a new contender.  Another perk?? Toscanni's is a short walk! :)","2009-10-21 14:32:20","Liz",1,"2009-10-21 14:19:58",4,0,165,0
"CTWjy-nubKcVvkY_TR_YGQ","QajHGOXQ74pEwVEiMXhozw","sPd-zQtPSARMw1vx131v1w",3,0,0,0,"Grabbed lunch here after a doctors appointment, and were sad to note that the food didn't taste like it's typical delicious self! We ordered general tso's chicken, pan fried dumplings, and egg rolls. The dumplings themselves and egg rolls were fantastic, but the sauce that came with tasted really odd. I would say it tasted smokey, when usually it's a soy/vinegar/garlic/red pepper concoction.

The general tso's was very different. Usually one bite sendings me running for the water (which my boyfriend enjoys...?) but the spice wasn't there at all. It's main taste was ""sweet"", and didn't hold the spicy depth it usually does.

I'm not sure if it was a different chef, new owners, or just an off day, but we're loyal customer's so we'll be back at some point. Hopefully we get the same delicious quality as usual!","2014-04-22 16:17:24","Leah",594,"2008-12-30 17:13:29",4.21,0.0021,154,0
"dsN5zLzdTJo8_IEQlmphmg","Hhhq0hCE0CRL3DW6MiDu-Q","CoZmZKv2lCYd-UoAsAUobA",4,1,0,1,"I went here this past weekend for my birthday dinner. I've been wanting to try Ethiopian for awhile, but, this being my first time, I have absolutely no point of comparison, unlike some of the other reviewers.

The five of us split a bottle of wine. I'm surprised that a previous poster said they charged everyone by the glass--they were out of our original choice, so the server suggested a South African red and brought the bottle out to us.

Only one of us had ever eaten there before, and he suggested we just get whatever combination the server offered. We went for the recommended combination, with a slight variation; since we had three vegetarians out of five diners, the server offered to reverse the ratio of meat to veggie dishes. The food arrived on a giant platter, piled in sections on top of a spongy bread. We also were given a plate with individual pieces of this bread piled on it to tear apart and scoop our food up with.

Everything was delicious. A few things, like the spinach, were pretty much spice-free, but they were great mixed with a little of the spicy sauce or another dish.

This definitely would not be for the less adventurous or more germ-phobic eater (although they do give you hot towels to clean your hands prior to bringing out your dinner, and wetnaps with the check).","2009-03-09 18:36:57","Renee",22,"2008-12-12 20:16:26",3.59,0.0083,239,0
"gUIwC4iIv7Rq_bD1qII9Hg","hEjM7r2jR8G-VVd9WED2CA","5kegZHJdcscpSfc5AB_Ccw",4,1,0,0,"I really loved the food here! Best Thai food in the area (and as other yelpers pointed out, this is a less distinguishing title than you'd think)

This became a place where I frequented with my ex-gf because it was cheap, and delicious every time. 

For me, no dish surpassed either the Panang Curry or the Pad See Ewe... v. friendly service, and no need to make reservations in advance.","2006-09-03 21:19:37","Mike",70,"2006-06-25 02:16:26",3.84,0.9966,72,1
"HLn3ByHjpvCROUcOOvbUCw","Fj2vOo9ZoYGIltHi1XSVxw","Or1equYHL3Kr71L-D-QjoA",1,0,0,0,"Immediately regretted eating at this place after sitting down. The place is out of date and unsanitary. Once the food came out, we noticed a cockroach on the table. The chicken tikka dosa had little to no flavor. The customer service was not the best either. Overall, a bad dosa experience and bad quality Indian food for the price it cost. Stay away.","2015-09-25 04:24:34","Amber",2,"2015-09-25 04:14:37",1.5,0.0025,63,0
"hkV0ixuKuXq-oKRpnTAs2g","RVlZyHXaP26smKaRBjpg0A","e54WzrGWxuQBlABMCfM3DQ",3,0,0,0,"If you know what to order, the food is great, otherwise it can be pretty hit or miss.

Our favorites?     House special fish: It's this delicious white fish in this really great special spicy sauce.  Yummmm.  (we're actually going again tonight to have it!)

I would also recommend the green beans and the eggplant dish.  

The last time we were there I tried ordering an egg soup and she said it didn't have pork in it, but.... my husband who doesn't eat pork couldn't go near it.  It didn't taste that great either.  So... now I'm kinda hesitant about ordering other things off the menu.

But it won't stop us from going there to order our favorite dishes!","2014-02-25 20:51:19","Rachel",108,"2007-12-04 18:59:38",4,0.003,126,0
"WAWsc8n58qdTF3tBkZUdpw","XyhAzybvf-v2wXK1vU29aw","Or1equYHL3Kr71L-D-QjoA",2,0,0,0,"Great idea.  People love dosas, and most Indian restaurants don't offer South Indian food.  However, these were about as bad as any restaurant dosas I've had.  Dosa Factory is not really a restaurant -- just an addition to the take-out department of an Indian grocery and specialty store. 

The dosa itself was soggy and the filling was skimpy and indifferently prepared.  The service was unfriendly as well.  There are some good Indian restaurants in Cambridge.  Shalimar across the street is better than average, Kebab Factory is superb, so don't bother with Dosa factory.","2010-07-13 00:14:13","Gary",10,"2010-06-14 14:52:46",2.9,0.9962,96,1
"KkUy4DQxDM4z84cQR3Shgg","FECfCgcj3EC0tG9qOeNn3w","5kegZHJdcscpSfc5AB_Ccw",2,0,0,0,"FIrst of all i am Asian. Secondly i used to live in LA where there are tons of good Thai comfort food. Tamarind would, at best, be a Panda Express back in CA. Typical AMERICANIZED thai food. Everything is freaking unbelievably sweetened to accommodate american taste bud. The only reason it did not receive 1 star is because we ordered delivery, and the whole process was smooth and prompt.","2011-08-28 00:33:41","Cathy",137,"2010-12-31 08:38:16",3.66,0.0019,68,0
